"NoName","id","latitude","longitude","state","AUTO_UNIQUE_ID_2021-01-30_AdrianaGray_rgsample10","UpdatedReverseGeocoding","TimeTaken","TransactionId","Source","ErrorMessage","Version","ComputedStreetAddress","ComputedCity","ComputedState","ComputedZip","ComputedZipPlus4","ComputedAPN"
"1401","37537","21.419371","-157.995834","HI",1401,"1",1562.4909,"","AggieReverseGeocoder","",4.01,"94-1182 NANILIHILIHI ST","Waipahu","HI","96797","","61130"
"1402","141812","21.317463912","-157.851800795","HI",1402,"1",1562.4831,"","AggieReverseGeocoder","",4.01,"1769 Pali Hwy","Urban Honolulu","HI","96813","1612","22002008"
"1403","280621","21.398651","-157.749176","HI",1403,"1",156.2367,"","AggieReverseGeocoder","",4.01,"601 Auwai St","Waimanalo","HI","96734","2433","43062021"
"1404","63585","21.394157","-157.944214","HI",1404,"1",1968.7836,"","AggieReverseGeocoder","",4.01,"98-436 PONOHALE ST","Aiea","HI","96701","","153563"
"1405","140214","21.311729","-157.862442","HI",1405,"1",1203.1295,"","AggieReverseGeocoder","",4.01,"1105 Smith St","Urban Honolulu","HI","96817","5140","17003059"
"1406","330711","21.396774","-158.013382","HI",1406,"1",78.1814,"","AggieReverseGeocoder","",4.01,"1180 Kakala St","Waipahu","HI","96797","2064","94147090"
"1407","183731","21.292305","-157.6983595","HI",1407,"1",78.0907,"","AggieReverseGeocoder","",4.01,"7198 Makaa St","East Honolulu","HI","96825","3124","39096018"
"1408","150318","21.369769663","-157.786652677","HI",1408,"1",265.6703,"","AggieReverseGeocoder","",4.01,"1199 Auloa Rd","Waimanalo","HI","96734","4606","45035003"
"1409","360101","21.35327487","-158.02479924","HI",1409,"1",0,"","AggieReverseGeocoder","",4.01,"91-1030 AEAE ST","Ewa Beach","HI","96706","","362782"
"1410","252068","21.316210996","-157.803707897","HI",1410,"1",343.8299,"","AggieReverseGeocoder","",4.01,"3342 East Manoa Rd","Urban Honolulu","HI","96822","6328","29037061"
"1411","255855","21.288979","-157.821869","HI",1411,"1",365.3635,"","AggieReverseGeocoder","",4.01,"2720 Nakookoo St","Urban Honolulu","HI","96826","4700","27017010"
"1412","292854","21.277115","-157.81398","HI",1412,"1",359.4048,"","AggieReverseGeocoder","",4.01,"539 Kapahulu Ave","Urban Honolulu","HI","96815","3855","31017044"
"1413","225252","21.270927","-157.811554","HI",1413,"1",1343.7366,"","AggieReverseGeocoder","",4.01,"3540 Campbell Ave","Urban Honolulu","HI","96815","4307","31015016"
"1414","464237","21.366101995","-157.917587478","HI",1414,"1",578.1293,"","AggieReverseGeocoder","",4.01,"4341 Hakupapa St","Aiea","HI","96818","1810","99060049"
"1415","53432","21.294422","-157.842178","HI",1415,"1",171.8845,"","AggieReverseGeocoder","",4.01,"700 Keeaumoku St","Urban Honolulu","HI","96814","3014","23016009"
"1416","43323","21.281591","-157.814056","HI",1416,"1",1031.2501,"","AggieReverseGeocoder","",4.01,"755 Kapahulu Ave","Urban Honolulu","HI","96816","1131","31005042"
"1417","258065","21.32281023","-157.86881226","HI",1417,"1",171.9207,"","AggieReverseGeocoder","",4.01,"924 Hikina Ln","Urban Honolulu","HI","96817","4536","15004007"
"1418","40419","21.385011","-157.995332","HI",1418,"1",1703.1176,"","AggieReverseGeocoder","",4.01,"94-32 POAILANI CIR","Waipahu","HI","96797","","56787"
"1419","80370","21.337582","-158.079193","HI",1419,"1",15.661,"","AggieReverseGeocoder","",4.01,"900 Kamokila Blvd","Ewa Gentry","HI","96707","2008","91016054"
"1420","224710","21.3179635","-158.0243609","HI",1420,"1",1125.023,"","AggieReverseGeocoder","",4.01,"91-1020 KAIHI ST","Ewa Beach","HI","96706","","110078"
"1421","209768","21.40381429","-157.97493338","HI",1421,"1",62.5008,"","AggieReverseGeocoder","",4.01,"1205 Kuokoa St","Aiea","HI","96782","1959","97073047"
"1422","86040","21.42103682","-157.7481859","HI",1422,"1",265.6759,"","AggieReverseGeocoder","",4.01,"905 Mokapu Blvd","Waimanalo","HI","96734","1841","44027025"
"1423","37339","21.591749191","-158.110107422","HI",1423,"1",765.6611,"","AggieReverseGeocoder","",4.01,"66-194 HALEIWA RD","Haleiwa","HI","96712","","575419"
"1424","72391","21.396162","-157.940826","HI",1424,"1",1421.875,"","AggieReverseGeocoder","",4.01,"98-133 LANIA WAY","Aiea","HI","96701","","367655"
"1425","345308","21.299507","-157.861847","HI",1425,"1",937.4917,"","AggieReverseGeocoder","",4.01,"628 Auahi St","Urban Honolulu","HI","96813","5002","21054025"
"1426","249976","21.291008","-157.822998","HI",1426,"1",296.8699,"","AggieReverseGeocoder","",4.01,"902 University Ave","Urban Honolulu","HI","96826","3273","27016025"
"1427","209834","21.650131","-157.928482","HI",1427,"1",869.7316,"","AggieReverseGeocoder","",4.01,"55-642 LOALA ST","Laie","HI","96762","","169305"
"1428","325296","21.288794","-157.706818","HI",1428,"1",687.4911,"","AggieReverseGeocoder","",4.01,"6800 Hawaii Kai Dr","East Honolulu","HI","96825","1505","39008005"
"1429","64334","21.415778335","-157.799129762","HI",1429,"1",1781.2311,"","AggieReverseGeocoder","",4.01,"45-257 WILLIAM HENRY RD","Kaneohe","HI","96744","","514070"
"1430","121792","21.29624697","-157.84541695","HI",1430,"1",958.1983,"","AggieReverseGeocoder","",4.01,"1210 Kamaile St","Urban Honolulu","HI","96814","2977","23014054"
"1431","100721","21.290009","-157.822662","HI",1431,"1",875.0313,"","AggieReverseGeocoder","",4.01,"2620 Nakookoo St","Urban Honolulu","HI","96826","4701","27017017"
"1432","518673","21.272579443","-157.80465462","HI",1432,"1",1187.5091,"","AggieReverseGeocoder","",4.01,"535  12th Ave","Urban Honolulu","HI","96816","6462","32030011"
"1433","339795","21.3491","-157.859772","HI",1433,"1",906.2374,"","AggieReverseGeocoder","",4.01,"2649 Kalihi St","Hickam Housing","HI","96819","2810","14005074"
"1434","44463","21.370305","-158.136606","HI",1434,"1",796.8884,"","AggieReverseGeocoder","",4.01,"89-645 POHAKUNUI AVE","Waianae","HI","96792","","322026"
"1435","96819","21.30895","-157.826187","HI",1435,"1",0,"","AggieReverseGeocoder","",4.01,"2325 Mamane Pl","Urban Honolulu","HI","96822","2041","25005044"
"1436","88876","21.306217","-157.824524","HI",1436,"1",1203.14,"","AggieReverseGeocoder","",4.01,"2225 Manoa Rd","Urban Honolulu","HI","96822","2126","29001023"
"1437","76176","21.269604","-157.810318","HI",1437,"1",781.2659,"","AggieReverseGeocoder","",4.01,"3233 Monsarrat Ave","Urban Honolulu","HI","96815","4470","31016064"
"1438","112581","21.338516","-158.02095","HI",1438,"1",2171.8934,"","AggieReverseGeocoder","",4.01,"91-205 KEONEKAPU PL","Ewa Beach","HI","96706","","76578"
"1439","179449","21.385742","-157.936447","HI",1439,"1",1609.4207,"","AggieReverseGeocoder","",4.01,"98-450 KOAUKA LP","Aiea","HI","96701","","10513"
"1440","235613","21.30895","-157.817886","HI",1440,"1",1125.0232,"","AggieReverseGeocoder","",4.01,"2638 Kuahine Dr","Urban Honolulu","HI","96822","1719","29015031"
"1441","71886","21.33242","-158.030899","HI",1441,"1",2687.5785,"","AggieReverseGeocoder","",4.01,"91-1010 KEONEAE PL","Ewa Beach","HI","96706","","389710"
"1442","477210","21.320562833","-157.857656366","HI",1442,"1",0,"","AggieReverseGeocoder","",4.01,"303 Puuhue Pl","Urban Honolulu","HI","96817","3132","17018059"
"1443","102757","21.316956","-157.864426","HI",1443,"1",1468.7778,"","AggieReverseGeocoder","",4.01,"445 N King St","Urban Honolulu","HI","96817","4704","15007043"
"1444","156189","21.57406","-158.108521","HI",1444,"1",953.1315,"","AggieReverseGeocoder","",4.01,"66-868 KAMAKAHALA ST","Waialua","HI","96791","","188652"
"1445","33145","21.463728","-158.022171","HI",1445,"1",1796.9026,"","AggieReverseGeocoder","",4.01,"95-55 WAIKALANI DR","Mililani","HI","96789","","182528"
"1446","72798","21.338366","-158.031799","HI",1446,"1",2062.5544,"","AggieReverseGeocoder","",4.01,"91-1024 MIKOHU ST","Ewa Beach","HI","96706","","559214"
"1447","384531","21.5036016","-158.02152615","HI",1447,"1",78.1524,"","AggieReverseGeocoder","",4.01,"1236 Auwai Dr","Wheeler AFB","HI","96786","2435","74010025"
"1448","141831","21.377223","-157.933686","HI",1448,"1",1625.0562,"","AggieReverseGeocoder","",4.01,"99-40 UPAPALU DR","Aiea","HI","96701","","498200"
"1449","300496","21.317699","-157.854782","HI",1449,"1",1457.6179,"","AggieReverseGeocoder","",4.01,"1650 Nuuanu Ave","Urban Honolulu","HI","96817","3260","17009001"
"1450","82732","21.288076","-157.819748","HI",1450,"1",455.7479,"","AggieReverseGeocoder","",4.01,"871 Waiaka Rd","Urban Honolulu","HI","96826","3454","27027019"
"1451","57944","21.393463","-157.970474","HI",1451,"1",328.1183,"","AggieReverseGeocoder","",4.01,"905 Kamehameha Hwy","Aiea","HI","96782","2501","97022021"
"1452","321946","21.675034","-157.946457","HI",1452,"1",828.1703,"","AggieReverseGeocoder","",4.01,"56-460 KAM HWY","Kahuku","HI","96731","","49584"
"1453","135182","21.389175","-158.030853","HI",1453,"1",2191.0311,"","AggieReverseGeocoder","",4.01,"94-721 KAMALO ST","Waipahu","HI","96797","","143921"
"1454","82741","21.32305807","-157.867125987","HI",1454,"1",1171.8457,"","AggieReverseGeocoder","",4.01,"888 N King St","Urban Honolulu","HI","96817","4553","16001012"
"1455","329647","21.288664","-157.700607","HI",1455,"1",421.8618,"","AggieReverseGeocoder","",4.01,"7079 Ehu Wai Pl","East Honolulu","HI","96825","3117","39095003"
"1456","333952","21.283836","-157.813599","HI",1456,"1",359.3617,"","AggieReverseGeocoder","",4.01,"885 Kapahulu Ave","Urban Honolulu","HI","96816","1455","31003044"
"1457","145017","21.314087","-158.019089","HI",1457,"1",1844.7616,"","AggieReverseGeocoder","",4.01,"91-1220 KAIOPUA ST","Ewa Beach","HI","96706","","6766"
"1458","48975","21.288464","-157.818405","HI",1458,"1",365.5054,"","AggieReverseGeocoder","",4.01,"827 Waiaka Rd","Urban Honolulu","HI","96826","3464","27027014"
"1459","38542","21.29451","-157.829285","HI",1459,"1",883.3394,"","AggieReverseGeocoder","",4.01,"2065 S King St","Urban Honolulu","HI","96826","2225","27001001"
"1460","393674","21.416183","-157.764786","HI",1460,"1",556.799,"","AggieReverseGeocoder","",4.01,"100 Puwa Pl","Waimanalo","HI","96734","1743","44011003"
"1461","239205","21.332184","-158.030548","HI",1461,"1",1567.4495,"","AggieReverseGeocoder","",4.01,"91-1005 KEONEAE PL","Ewa Beach","HI","96706","","444787"
"1462","94400","21.33526","-158.02565","HI",1462,"1",2229.1595,"","AggieReverseGeocoder","",4.01,"91-223 HANAPOULI CIR","Ewa Beach","HI","96706","","182953"
"1463","545645","21.382908855","-158.001353538","HI",1463,"1",109.3883,"","AggieReverseGeocoder","",4.01,"592 Farrington Hwy","Waipahu","HI","96797","2000","94010064"
"1464","93222","21.315937","-157.870941","HI",1464,"1",953.1268,"","AggieReverseGeocoder","",4.01,"735 Iwilei Rd","Urban Honolulu","HI","96817","5357","15010010"
"1465","54240","21.400841","-158.011246","HI",1465,"1",78.1389,"","AggieReverseGeocoder","",4.01,"1100 Kakala St","Waipahu","HI","96797","2065","94147113"
"1466","44683","21.297621","-157.854405","HI",1466,"1",453.1853,"","AggieReverseGeocoder","",4.01,"929 Queen St","Urban Honolulu","HI","96814","3322","21050052"
"1467","47217","21.360453","-157.853546","HI",1467,"1",687.4915,"","AggieReverseGeocoder","",4.01,"1925 Kuapapa Pl","Hickam Housing","HI","96819","3000","14013077"
"1468","147337","21.311913","-157.861572","HI",1468,"1",942.0793,"","AggieReverseGeocoder","",4.01,"1170 Nuuanu Ave","Urban Honolulu","HI","96817","5142","17004004"
"1469","60661","21.38386","-157.760529","HI",1469,"1",390.6426,"","AggieReverseGeocoder","",4.01,"1364 Manu Laiki St","Waimanalo","HI","96734","4316","42051087"
"1470","107105","21.340967","-158.026917","HI",1470,"1",2501.6429,"","AggieReverseGeocoder","",4.01,"91-1097 POHAHAWAI PL","Ewa Beach","HI","96706","","396352"
"1471","55516","21.284256","-157.700843","HI",1471,"1",593.7522,"","AggieReverseGeocoder","",4.01,"520 Lunalilo Home Rd","East Honolulu","HI","96825","1700","39008016"
"1472","64717","21.382114","-158.034918","HI",1472,"1",1642.8378,"","AggieReverseGeocoder","",4.01,"94-253 KUNIA RD","Waipahu","HI","96797","","420454"
"1473","64001","21.277006121","-157.80342092","HI",1473,"1",453.0901,"","AggieReverseGeocoder","",4.01,"803  11th Ave","Urban Honolulu","HI","96816","2238","32022003"
"1474","326239","21.39245502","-157.76441504","HI",1474,"1",687.4965,"","AggieReverseGeocoder","",4.01,"913 Kalanianaole Hwy","Waimanalo","HI","96734","4600","42015005"
"1475","111180","21.305513875","-157.842861624","HI",1475,"1",937.5343,"","AggieReverseGeocoder","",4.01,"1106 Hassinger St","Urban Honolulu","HI","96822","3991","24019081"
"1476","341289","21.357117","-158.026581","HI",1476,"1",953.1352,"","AggieReverseGeocoder","",4.01,"91-1023 MAKAALOA ST","Ewa Beach","HI","96706","","129249"
"1477","33233","21.355965","-157.929413","HI",1477,"1",281.3168,"","AggieReverseGeocoder","",4.01,"4410 Lawehana St","Aiea","HI","96818","3139","99071016"
"1478","99384","21.290354","-157.837738","HI",1478,"1",848.8129,"","AggieReverseGeocoder","",4.01,"1695 Kapiolani Blvd","Urban Honolulu","HI","96814","4703","23041001"
"1479","70002","21.350415338","-157.818071663","HI",1479,"1",640.6583,"","AggieReverseGeocoder","",4.01,"4121 Nuuanu Pali Dr","Urban Honolulu","HI","96817","1056","22055002"
"1480","331856","21.417007","-157.792786","HI",1480,"1",1453.1022,"","AggieReverseGeocoder","",4.01,"45-109 WAIKAPOKI RD","Kaneohe","HI","96744","","392841"
"1481","43563","21.297377","-157.851929","HI",1481,"1",955.6353,"","AggieReverseGeocoder","",4.01,"975 Kapiolani Blvd","Urban Honolulu","HI","96814","2106","23003099"
"1482","272834","21.280158595","-157.827009612","HI",1482,"1",437.5089,"","AggieReverseGeocoder","",4.01,"2255 Kuhio Ave","Urban Honolulu","HI","96815","2642","26022004"
"1483","235683","21.326309","-157.873718","HI",1483,"1",468.7958,"","AggieReverseGeocoder","",4.01,"751 Waiakamilo Rd","Urban Honolulu","HI","96817","4312","15023011"
"1484","280724","21.296215396","-157.845363341","HI",1484,"1",484.3376,"","AggieReverseGeocoder","",4.01,"1210 Kamaile St","Urban Honolulu","HI","96814","2977","23014054"
"1485","33079","21.282915","-157.756927","HI",1485,"1",546.8697,"","AggieReverseGeocoder","",4.01,"327 Hao St","Urban Honolulu","HI","96821","1832","36010100"
"1486","33190","21.455545","-158.196075","HI",1486,"1",874.9711,"","AggieReverseGeocoder","",4.01,"85-135 ALA AKAU ST","Waianae","HI","96792","","593004"
"1487","97066","21.33457613","-158.068736678","HI",1487,"1",78.1658,"","AggieReverseGeocoder","",4.01,"1077 Manawai St","Ewa Gentry","HI","96707","2041","91016024"
"1488","137708","21.37021683","-158.02176835","HI",1488,"1",968.7525,"","AggieReverseGeocoder","",4.01,"91-1001 PUHIPAKA ST","Ewa Beach","HI","96706","","314650"
"1489","377437","21.398707699","-157.749696872","HI",1489,"1",328.1034,"","AggieReverseGeocoder","",4.01,"620 Auwai St","Waimanalo","HI","96734","5612","43062063"
"1490","127383","21.308952","-157.826187","HI",1490,"1",0,"","AggieReverseGeocoder","",4.01,"2325 Mamane Pl","Urban Honolulu","HI","96822","2041","25005044"
"1491","280587","21.296654","-157.674042","HI",1491,"1",93.7952,"","AggieReverseGeocoder","",4.01,"7520 Kekaa St","East Honolulu","HI","96825","2806","39080090"
"1492","68387","21.286057529","-157.831602328","HI",1492,"1",171.9401,"","AggieReverseGeocoder","",4.01,"448 Keoniana St","Urban Honolulu","HI","96815","2019","26015067"
"1493","107033","21.384735","-157.7341","HI",1493,"1",156.4609,"","AggieReverseGeocoder","",4.01,"711 Pahumele Way","Waimanalo","HI","96734","3539","42076025"
"1494","294180","21.316385","-157.796799","HI",1494,"1",468.7854,"","AggieReverseGeocoder","",4.01,"3459 Paty Dr","Urban Honolulu","HI","96822","1444","29070023"
"1495","34312","21.329529","-158.025864","HI",1495,"1",2604.1895,"","AggieReverseGeocoder","",4.01,"91-876 PUHIKANI ST","Ewa Beach","HI","96706","","437757"
"1496","339288","21.367428","-157.925262","HI",1496,"1",640.659,"","AggieReverseGeocoder","",4.01,"400 Mananai Pl","Aiea","HI","96818","5386","99076015"
"1497","238951","21.406347","-158.026093","HI",1497,"1",1578.1319,"","AggieReverseGeocoder","",4.01,"94-1027 KIHIKIHI ST","Waipahu","HI","96797","","620607"
"1498","364734","21.317902","-158.021011","HI",1498,"1",1365.414,"","AggieReverseGeocoder","",4.01,"91-1071 KAIKO ST","Ewa Beach","HI","96706","","295745"
"1499","96555","21.290169","-157.803909","HI",1499,"1",374.9817,"","AggieReverseGeocoder","",4.01,"3272 Kehau Pl","Urban Honolulu","HI","96816","2532","33045049"
"1500","320832","21.405561","-157.996445","HI",1500,"1",1796.8573,"","AggieReverseGeocoder","",4.01,"94-1007 LUMIAINA ST","Waipahu","HI","96797","","91515"
"1501","33419","21.38674736","-157.939712524","HI",1501,"1",1749.9555,"","AggieReverseGeocoder","",4.01,"98-281 UALO ST","Aiea","HI","96701","","425806"
"1502","48063","21.345345","-157.90924","HI",1502,"1",374.9872,"","AggieReverseGeocoder","",4.01,"3130 Ala Ilima St","Aiea","HI","96818","3022","11058007"
"1503","195428","21.388305048","-157.907447641","HI",1503,"1",1437.4805,"","AggieReverseGeocoder","",4.01,"99-435 AIEALANI PL","Aiea","HI","96701","","160163"
"1504","105344","21.34584","-157.912827","HI",1504,"1",593.8226,"","AggieReverseGeocoder","",4.01,"848 Ala Lilikoi St","Aiea","HI","96818","2144","11071001"
"1505","112099","21.3672264","-158.022629","HI",1505,"1",1143.6672,"","AggieReverseGeocoder","",4.01,"91-1079 OPAEHUNA ST","Ewa Beach","HI","96706","","44154"
"1506","132870","21.305786","-157.853058","HI",1506,"1",390.6282,"","AggieReverseGeocoder","",4.01,"670 S Beretania St","Urban Honolulu","HI","96813","2404","21036004"
"1507","177107","21.271629865","-157.822591929","HI",1507,"1",1046.9791,"","AggieReverseGeocoder","",4.01,"2586 Kalakaua Ave","Urban Honolulu","HI","96815","6614","26027049"
"1508","372275","21.347912","-157.9147955","HI",1508,"1",312.4442,"","AggieReverseGeocoder","",4.01,"926 Ala Kapua St","Aiea","HI","96818","2335","11054097"
"1509","84057","21.262272","-157.821136","HI",1509,"1",296.8791,"","AggieReverseGeocoder","",4.01,"2895 Kalakaua Ave","Urban Honolulu","HI","96815","4003","31032010"
"1510","74536","21.341362","-158.025513","HI",1510,"1",1654.0235,"","AggieReverseGeocoder","",4.01,"91-1197 POHAHAWAI PL","Ewa Beach","HI","96706","","114614"
"1511","343630","21.28362481","-157.81725447","HI",1511,"1",930.2443,"","AggieReverseGeocoder","",4.01,"751 Olokele Ave","Urban Honolulu","HI","96816","1018","27035033"
"1512","285603","21.348602","-158.085342","HI",1512,"1",1461.9843,"","AggieReverseGeocoder","",4.01,"92-678 MAKAKILO DR","Kapolei","HI","96707","","243398"
"1513","58969","21.374634","-157.772446","HI",1513,"1",822.1838,"","AggieReverseGeocoder","",4.01,"1050 Auloa Rd","Waimanalo","HI","96734","4605","42012009"
"1514","243114","21.422516","-158.003891","HI",1514,"1",1363.6107,"","AggieReverseGeocoder","",4.01,"94-538 PUAHI ST","Waipahu","HI","96797","","631378"
"1515","136432","21.467926","-158.009613","HI",1515,"1",1937.4913,"","AggieReverseGeocoder","",4.01,"95-1033 EULU ST","Mililani","HI","96789","","310289"
"1516","514633","21.305725131","-157.850158473","HI",1516,"1",406.2436,"","AggieReverseGeocoder","",4.01,"757 Kinalau Pl","Urban Honolulu","HI","96813","2638","21040014"
"1517","76455","21.36013","-158.026367","HI",1517,"1",1015.6256,"","AggieReverseGeocoder","",4.01,"91-102 HALOKO PL","Ewa Beach","HI","96706","","277982"
"1518","218860","21.285683502","-157.831509196","HI",1518,"1",926.5277,"","AggieReverseGeocoder","",4.01,"439 Keoniana St","Urban Honolulu","HI","96815","2077","26015030"
"1519","36583","21.321533","-157.885605","HI",1519,"1",281.2732,"","AggieReverseGeocoder","",4.01,"1715 Hoe St","Hickam Housing","HI","96819","3125","12006024"
"1520","29680","21.3279","-158.001633","HI",1520,"1",1531.2519,"","AggieReverseGeocoder","",4.01,"91-1203 HANALOA ST","Ewa Beach","HI","96706","","534782"
"1521","40628","21.295059","-157.850357","HI",1521,"1",828.1479,"","AggieReverseGeocoder","",4.01,"509 Kamakee St","Urban Honolulu","HI","96814","3405","23004035"
"1522","39517","21.336256027","-157.733306885","HI",1522,"1",1165.9541,"","AggieReverseGeocoder","",4.01,"41-825 MAHAILUA ST","Waimanalo","HI","96795","","591884"
"1523","202543","21.270798","-157.807816","HI",1523,"1",406.2476,"","AggieReverseGeocoder","",4.01,"3618 Trousseau St","Urban Honolulu","HI","96815","4354","31010112"
"1524","618347","21.423840232","-158.007738042","HI",1524,"1",1335.0211,"","AggieReverseGeocoder","",4.01,"94-515 UKEE ST","Waipahu","HI","96797","","415531"
"1525","205332","21.3201226","-157.8572114","HI",1525,"1",1471.5237,"","AggieReverseGeocoder","",4.01,"1642 Stillman Ln","Urban Honolulu","HI","96817","3143","17019033"
"1526","117722","21.307373","-157.788422","HI",1526,"1",15.6293,"","AggieReverseGeocoder","",4.01,"2556 Palolo Pl","Urban Honolulu","HI","96816","3115","34012025"
"1527","326635","21.294113","-157.822357","HI",1527,"1",437.5056,"","AggieReverseGeocoder","",4.01,"1212 University Ave","Urban Honolulu","HI","96826","1534","28006017"
"1528","481054","21.291083552","-157.703134009","HI",1528,"1",78.2669,"","AggieReverseGeocoder","",4.01,"818 Kaahue St","East Honolulu","HI","96825","1342","39073013"
"1529","128950","21.339787","-158.108398","HI",1529,"1",1230.5794,"","AggieReverseGeocoder","",4.01,"92-790 PAAKAI ST","Kapolei","HI","96707","","274637"
"1530","35949","21.300173","-157.858109","HI",1530,"1",374.9993,"","AggieReverseGeocoder","",4.01,"606 Coral St","Urban Honolulu","HI","96813","5135","21051007"
"1531","55898","21.332546","-157.861008","HI",1531,"1",361.0511,"","AggieReverseGeocoder","",4.01,"1834 Skyline Dr","Urban Honolulu","HI","96817","2005","16017037"
"1532","346255","21.4051484","-158.1630101","HI",1532,"1",1183.0268,"","AggieReverseGeocoder","",4.01,"87-1018 AHEKAI ST","Waianae","HI","96792","","116930"
"1533","226093","21.294252","-157.78183","HI",1533,"1",1109.3572,"","AggieReverseGeocoder","",4.01,"5405 Kilauea Ave","Urban Honolulu","HI","96821","5616","35061007"
"1534","65139","21.324072","-157.879227","HI",1534,"1",656.2564,"","AggieReverseGeocoder","",4.01,"1505 Dillingham Blvd","Urban Honolulu","HI","96817","4885","15029031"
"1535","513782","21.27477053","-157.818060034","HI",1535,"1",765.646,"","AggieReverseGeocoder","",4.01,"324 Kapahulu Ave","Urban Honolulu","HI","96815","4033","26029002"
"1536","43809","21.374685","-157.742584","HI",1536,"1",265.6291,"","AggieReverseGeocoder","",4.01,"978 Akipohe Pl","Waimanalo","HI","96734","4243","42004038"
"1537","64965","21.330851","-158.031937","HI",1537,"1",2421.8962,"","AggieReverseGeocoder","",4.01,"91-965 PAPAPUHI PL","Ewa Beach","HI","96706","","11993"
"1538","38170","21.27655","-157.820938","HI",1538,"1",375.0154,"","AggieReverseGeocoder","",4.01,"307 Liliuokalani Ave","Urban Honolulu","HI","96815","3529","26025057"
"1539","144789","21.388138","-157.94371","HI",1539,"1",546.9154,"","AggieReverseGeocoder","",4.01,"310 Kamehameha Hwy","Waimalu","HI","96701","5313","98008002"
"1540","39635","21.270809494","-157.815385528","HI",1540,"1",1203.1247,"","AggieReverseGeocoder","",4.01,"3602 Leahi Ave","Urban Honolulu","HI","96815","4242","31024047"
"1541","41207","21.40683","-158.0103","HI",1541,"1",171.8699,"","AggieReverseGeocoder","",4.01,"1100 Kakala St","Waipahu","HI","96797","2065","94147113"
"1542","91722","21.305069","-157.838257","HI",1542,"1",671.9104,"","AggieReverseGeocoder","",4.01,"1552 Kewalo St","Urban Honolulu","HI","96822","4288","24020002"
"1543","158921","21.357811","-157.901093","HI",1543,"1",453.1629,"","AggieReverseGeocoder","",4.01,"1554 Ala Napunani St","Aiea","HI","96818","1527","11073032"
"1544","123128","21.300331","-157.857925","HI",1544,"1",171.8779,"","AggieReverseGeocoder","",4.01,"606 Coral St","Urban Honolulu","HI","96813","5135","21051007"
"1545","344230","21.277035124","-157.814516113","HI",1545,"1",1042.2103,"","AggieReverseGeocoder","",4.01,"2725 Date St","Urban Honolulu","HI","96815","1087","27036002"
"1546","160682","21.292961","-157.796799","HI",1546,"1",218.7721,"","AggieReverseGeocoder","",4.01,"3451 Paalea St","Urban Honolulu","HI","96816","3178","33040039"
"1547","259057","21.478945","-158.209915","HI",1547,"1",765.6036,"","AggieReverseGeocoder","",4.01,"84-575 KILI DR","Waianae","HI","96792","","542568"
"1548","86849","21.28966","-157.828278","HI",1548,"1",930.814,"","AggieReverseGeocoder","",4.01,"751 Hoawa St","Urban Honolulu","HI","96826","4263","27005048"
"1549","34734","21.303142","-157.838187","HI",1549,"1",281.2494,"","AggieReverseGeocoder","",4.01,"1432 Keeaumoku St","Urban Honolulu","HI","96822","5603","24021063"
"1550","208943","21.384888","-157.91777","HI",1550,"1",1470.045,"","AggieReverseGeocoder","",4.01,"99-808 MEAALA ST","Aiea","HI","96701","","57369"
"1551","345694","21.31534579","-157.86125814","HI",1551,"1",375.0193,"","AggieReverseGeocoder","",4.01,"1226 College Walk","Urban Honolulu","HI","96817","3946","17026010"
"1552","98705","21.298424","-157.840775","HI",1552,"1",375.0015,"","AggieReverseGeocoder","",4.01,"1375 S King St","Urban Honolulu","HI","96814","2340","23018009"
"1553","42177","21.464235074","-158.021532509","HI",1553,"1",1203.1519,"","AggieReverseGeocoder","",4.01,"95-2027 WAIKALANI PL","Mililani","HI","96789","","346726"
"1554","47212","21.350334","-157.859512","HI",1554,"1",359.3599,"","AggieReverseGeocoder","",4.01,"2710 Kalihi St","Hickam Housing","HI","96819","2817","14006088"
"1555","85392","21.295367246","-157.86038412","HI",1555,"1",359.3767,"","AggieReverseGeocoder","",4.01,"777 Ala Moana Blvd","Urban Honolulu","HI","96813","5503","21059004"
"1556","277189","21.287684574","-157.829603151","HI",1556,"1",343.7458,"","AggieReverseGeocoder","",4.01,"2021 Kapiolani Blvd","Urban Honolulu","HI","96826","3947","27036001"
"1557","441140","21.265953","-157.814011","HI",1557,"1",359.402,"","AggieReverseGeocoder","",4.01,"3820 Kanaina Ave","Urban Honolulu","HI","96815","4427","31027014"
"1558","255521","21.290466","-157.73996","HI",1558,"1",406.2337,"","AggieReverseGeocoder","",4.01,"483 Anolani St","Urban Honolulu","HI","96821","2032","37015053"
"1559","60565","21.327515","-157.860199","HI",1559,"1",1125.0094,"","AggieReverseGeocoder","",4.01,"842 N School St","Urban Honolulu","HI","96817","2919","17042002"
"1560","109938","21.278229","-157.768234","HI",1560,"1",296.9034,"","AggieReverseGeocoder","",4.01,"4826 Analii St","Urban Honolulu","HI","96821","1436","35021027"
"1561","37060","21.503198","-158.002432","HI",1561,"1",31.1947,"","AggieReverseGeocoder","",4.01,"1880 Laniloa Pl","Wheeler AFB","HI","96786","2800","75009020"
"1562","405314","21.374649","-158.024826","HI",1562,"1",15.616,"","AggieReverseGeocoder","",4.01,"300 Farrington Hwy","Waipahu","HI","96797","2042","94028029"
