"","id","ReportType","CurrentStatus","Description","DateCreate_Converted","DateClosed_Converted","location","crecondate","clocondate","HLReportType","timespan","WeeksToClose"
"7750",83990,"Broken / Vandalized signs","Closed","Broken sign","08/16/2013 02:04:59 PM","02/01/2018 10:21:31 AM","(21.31302126, -157.80246269)",2013-08-16 14:04:59,2018-02-01 10:21:31,"RoadSafety",140818592s (~4.46 years),232.834973544974
"7751",83988,"Homeless","Closed","Illegal parking of construction equipment","08/16/2013 01:59:54 PM","02/01/2018 10:21:33 AM","(21.31255629, -157.8020133)",2013-08-16 13:59:54,2018-02-01 10:21:33,"Homeless",140818899s (~4.46 years),232.835481150794
"7752",83818,"Homeless","Closed","In the rafters of the pergola. It's a falling hazard.","08/15/2013 06:41:08 AM","02/01/2018 10:21:42 AM","(21.269773, -157.815338)",2013-08-15 06:41:08,2018-02-01 10:21:42,"Homeless",140931634s (~4.47 years),233.021881613757
"7753",83575,"Vehicle","Closed","Lic#BR132- light blue van.","08/13/2013 08:11:46 AM","10/03/2017 10:03:28 AM","(21.323626, -157.86734)",2013-08-13 08:11:46,2017-10-03 10:03:28,"Vehicle",130643502s (~4.14 years),216.011081349206
"7754",83571,"Trash","Closed","Unbelievable. This is a regular occurrence, too! Can't even imagine where all the stuff comes from. The landlord allows it to remain there all the time , pretty much a permanent dump in the middle if the city.","08/13/2013 07:21:57 AM","02/01/2018 10:44:35 AM","(21.31016, -157.853226)",2013-08-13 07:21:57,2018-02-01 10:44:35,"Trash",141103358s (~4.47 years),233.305816798942
"7755",83565,"Homeless","Closed","still  blocking the handicap ramp @ala moana & ala wait","08/13/2013 06:26:28 AM","02/01/2018 10:44:36 AM","(21.287703, -157.8404856)",2013-08-13 06:26:28,2018-02-01 10:44:36,"Homeless",141106688s (~4.47 years),233.311322751323
"7756",83528,"Trash","Closed","Always rubbish here. Landlord should be fined","08/12/2013 06:19:50 PM","02/01/2018 10:44:38 AM","(21.310968, -157.853714)",2013-08-12 18:19:50,2018-02-01 10:44:38,"Trash",141150288s (~4.47 years),233.383412698413
"7757",83527,"Trash","Closed","Continual dumping of rubbish and illegal parking on grass in front of 1452 Lusitana Street. Landlord allows rubbish bins in driveway to overflow and fails to keep residents from parking on grass in front of building to the point that the grass has been r","08/12/2013 06:17:44 PM","02/01/2018 10:44:40 AM","(21.310991, -157.853226)",2013-08-12 18:17:44,2018-02-01 10:44:40,"Trash",141150416s (~4.47 years),233.383624338624
"7758",83501,"Broken / Vandalized signs","Closed","Street Sign missing from corner if Kilauea and sunset Ave.","08/12/2013 12:02:39 PM","02/01/2018 10:44:42 AM","(21.274070967, -157.801827398)",2013-08-12 12:02:39,2018-02-01 10:44:42,"RoadSafety",141172923s (~4.47 years),233.420838293651
"7759",83492,"Homeless","Closed","Homeless camp growing again at the Ala Wai Promenade. . Please come and remove the garbage they have made. They are also using the Ali Wai Canal as their bathroom again. Please help. It's disgusting for us homeowners to have to see it and for our many to","08/12/2013 09:43:38 AM","02/01/2018 10:44:44 AM","(21.288071, -157.840195)",2013-08-12 09:43:38,2018-02-01 10:44:44,"Homeless",141181266s (~4.47 years),233.434632936508
"7760",83462,"Trash","Closed","dumping on side of the road","08/12/2013 07:15:35 AM","02/01/2018 10:44:45 AM","(21.348040668, -157.819368898)",2013-08-12 07:15:35,2018-02-01 10:44:45,"Trash",141190150s (~4.47 years),233.449322089947
"7761",83427,"Light","Closed","81 455, 81 456, and 81 457 not working. Corner of Waimanu and Piikoi.","08/11/2013 07:21:18 PM","02/01/2018 10:44:46 AM","(21.30895, -157.826182)",2013-08-11 19:21:18,2018-02-01 10:44:46,"RoadSafety",141233008s (~4.48 years),233.520185185185
"7762",83334,"Vehicle","Closed","Three Mercedes abandoned.  Old man has no drivers license and vehicles still remains year after year.  Please remove! Not enough parking","08/10/2013 07:53:39 PM","10/03/2017 09:59:05 AM","(21.386145, -157.994904)",2013-08-10 19:53:39,2017-10-03 09:59:05,"Vehicle",130860326s (~4.15 years),216.369586640212
"7763",83331,"Tree","Closed","trees are overgrown and blocking the sign for the business. branches touching the building.","08/10/2013 07:01:12 PM","02/01/2018 10:47:22 AM","(21.296811, -157.834396)",2013-08-10 19:01:12,2018-02-01 10:47:22,"Tree",141320770s (~4.48 years),233.665294312169
"7764",83317,"Homeless","Closed","Paki park. Fire station side","08/10/2013 12:54:49 PM","02/01/2018 10:47:23 AM","(21.271832, -157.81601)",2013-08-10 12:54:49,2018-02-01 10:47:23,"Homeless",141342754s (~4.48 years),233.701643518519
"7765",83316,"Homeless","Closed","Paki park. Diamond side","08/10/2013 12:53:07 PM","02/01/2018 10:47:24 AM","(21.271805, -157.815948)",2013-08-10 12:53:07,2018-02-01 10:47:24,"Homeless",141342857s (~4.48 years),233.701813822751
"7766",83298,"Vehicle","Closed","Been there for a month or so. Has not moved.","08/10/2013 08:11:48 AM","10/03/2017 09:59:05 AM","(21.32375, -157.879013)",2013-08-10 08:11:48,2017-10-03 09:59:05,"Vehicle",130902437s (~4.15 years),216.439214616402
"7767",83296,"Vehicle","Closed","Been there for a month or so. Has a flat front driver tire.","08/10/2013 08:10:28 AM","10/03/2017 09:59:04 AM","(21.323845, -157.879105)",2013-08-10 08:10:28,2017-10-03 09:59:04,"Vehicle",130902516s (~4.15 years),216.439345238095
"7768",83247,"Homeless","Closed","Couple has been at the same bus stop for months now. My here's up to 12 bags and luggages that is along the wall of Walmart.","08/10/2013 12:10:06 AM","02/01/2018 10:47:29 AM","(21.294788, -157.841904)",2013-08-10 00:10:06,2018-02-01 10:47:29,"Homeless",141388643s (~4.48 years),233.777518187831
"7769",83244,"Broken / Vandalized signs","Closed","a couple of """"no parking"""" signs have been removed from telephone poles and cars regularly park in those areas","08/09/2013 09:48:00 PM","02/01/2018 10:47:30 AM","(21.332923893, -157.83785993)",2013-08-09 21:48:00,2018-02-01 10:47:30,"RoadSafety",141397170s (~4.48 years),233.791617063492
"7770",83243,"Trash","Closed","Just working and thought, is this an issue?","08/09/2013 09:45:12 PM","02/01/2018 10:47:31 AM","(21.332809, -157.882568)",2013-08-09 21:45:12,2018-02-01 10:47:31,"Trash",141397339s (~4.48 years),233.791896494709
"7771",82974,"Stormwater","Closed","Best Management Practices don't apply to coral?","08/07/2013 01:33:14 PM","02/01/2018 10:55:32 AM","(21.324894, -158.074478)",2013-08-07 13:33:14,2018-02-01 10:55:32,"Water",141600138s (~4.49 years),234.127212301587
"7772",82876,"Stormwater","Closed","I live at 95-1184 Makaikai St Unit 60. There is a construction site across the street.  There is no fence around huge red dirt pile. It isn't being watered down daily. It blows in daily. It is ruining carpet, drapes and furniture. I have to scrub kitchen","08/06/2013 07:15:37 PM","02/01/2018 10:55:37 AM","(21.466892, -157.998062)",2013-08-06 19:15:37,2018-02-01 10:55:37,"Water",141666000s (~4.49 years),234.236111111111
"7773",82810,"Trash","Closed","Dump site lots of rubbish & junk collected & stored here.","08/06/2013 10:08:31 AM","02/01/2018 10:55:44 AM","(21.351067, -157.860916)",2013-08-06 10:08:31,2018-02-01 10:55:44,"Trash",141698833s (~4.49 years),234.290398478836
"7774",82741,"Trash","Closed","van seat, dumped behind electrical pole","08/06/2013 03:10:28 AM","02/01/2018 10:55:48 AM","(21.32305807, -157.867125987)",2013-08-06 03:10:28,2018-02-01 10:55:48,"Trash",141723920s (~4.49 years),234.331878306878
"7775",82732,"Vehicle","Closed","MDD-273 has not moved in 2 weeks","08/05/2013 07:41:27 PM","10/03/2017 09:57:20 AM","(21.288076, -157.819748)",2013-08-05 19:41:27,2017-10-03 09:57:20,"Vehicle",131292953s (~4.16 years),217.084909060847
"7776",82727,"Vehicle","Closed","Vehicle been there for 192 hours. Expired Safety.","08/05/2013 05:41:14 PM","10/03/2017 09:57:17 AM","(21.323835, -157.878876)",2013-08-05 17:41:14,2017-10-03 09:57:17,"Vehicle",131300163s (~4.16 years),217.096830357143
"7777",82712,"Trash","Closed","Bed was blocking road, now is on sidewalk","08/05/2013 03:56:21 PM","02/01/2018 10:55:49 AM","(21.273729951, -157.801453667)",2013-08-05 15:56:21,2018-02-01 10:55:49,"Trash",141764368s (~4.49 years),234.398756613757
"7778",82496,"Sign","Closed","Sign broken off, across from 1080 Mokuhano","08/03/2013 06:54:56 PM","02/01/2018 11:07:20 AM","(21.297949, -157.671112)",2013-08-03 18:54:56,2018-02-01 11:07:20,"RoadSafety",141927144s (~4.5 years),234.667896825397
"7779",82494,"Vehicle","Closed","PXV 843 been there for a few weeks","08/03/2013 06:27:08 PM","10/03/2017 10:00:03 AM","(21.289062, -157.827271)",2013-08-03 18:27:08,2017-10-03 10:00:03,"Vehicle",131470375s (~4.17 years),217.378265542328
"7780",82489,"Stormwater","Closed","Big mess  unhealthy","08/03/2013 05:28:26 PM","02/01/2018 11:07:22 AM","(21.287672, -157.82695)",2013-08-03 17:28:26,2018-02-01 11:07:22,"Water",141932336s (~4.5 years),234.676481481481
"7781",82488,"Vehicle","Closed","Vehicle has been parked on street for 3+ weeks; it does not move. Public parking spot, Waikiki.","08/03/2013 04:56:03 PM","10/03/2017 10:00:38 AM","(21.284731, -157.83049)",2013-08-03 16:56:03,2017-10-03 10:00:38,"Vehicle",131475875s (~4.17 years),217.387359457672
"7782",82480,"Sign","Closed","This sign faces the canal and does not warn the traffic of the obstacle ahead","08/03/2013 02:03:43 PM","02/01/2018 11:07:27 AM","(21.288063, -157.83667)",2013-08-03 14:03:43,2018-02-01 11:07:27,"RoadSafety",141944624s (~4.5 years),234.696798941799
"7783",82465,"Trash","Closed","they keep on putting rocks","08/03/2013 09:50:23 AM","02/01/2018 11:07:30 AM","(21.3344166, -157.86471104)",2013-08-03 09:50:23,2018-02-01 11:07:30,"Trash",141959827s (~4.5 years),234.721936177249
"7784",82444,"Trash","Closed","major rubbish and behind the ala wai golf course maintenance shed on a canal next to date street.","08/03/2013 06:52:36 AM","12/08/2015 10:56:14 AM","(21.282323951, -157.817741797)",2013-08-03 06:52:36,2015-12-08 10:56:14,"Trash",74059418s (~2.35 years),122.452741402116
"7785",82416,"Vehicle","Closed","Car does not move...doesn't belong to surrounding neighbors.","08/02/2013 09:32:09 PM","10/03/2017 10:00:38 AM","(21.39449, -157.993876)",2013-08-02 21:32:09,2017-10-03 10:00:38,"Vehicle",131545709s (~4.17 years),217.502825727513
"7786",82415,"Vehicle","Closed","Car is a Limousine. Doesn't move, doesn't belong to any of our surrounding neighbors .","08/02/2013 09:26:24 PM","10/03/2017 09:57:49 AM","(21.394496, -157.993852)",2013-08-02 21:26:24,2017-10-03 09:57:49,"Vehicle",131545885s (~4.17 years),217.503116732804
"7787",82371,"Light","Closed","4","08/02/2013 11:50:52 AM","02/01/2018 11:07:35 AM","(21.4740265, -158.0175554)",2013-08-02 11:50:52,2018-02-01 11:07:35,"RoadSafety",142039003s (~4.5 years),234.852848875661
"7788",82343,"Vehicle","Closed","White Chevy Astro Van license plate GJT109. Been parked in same place for over a month. Taking up public and business parking","08/02/2013 07:54:33 AM","12/08/2015 10:54:46 AM","(21.378654, -158.019241)",2013-08-02 07:54:33,2015-12-08 10:54:46,"Vehicle",74142013s (~2.35 years),122.589307208995
"7789",82342,"Vehicle","Closed","Blue Ford Explorer license plate RYA789. Has been parked in same place for over a month, taking up public and business parking","08/02/2013 07:51:11 AM","10/03/2017 09:57:46 AM","(21.378561, -158.01947)",2013-08-02 07:51:11,2017-10-03 09:57:46,"Vehicle",131594795s (~4.17 years),217.583986441799
"7790",82341,"Vehicle","Closed","Blue Ford Explorer license plate RYA789, has been parked in same place for over a month. Taking up public and business parking.","08/02/2013 07:48:32 AM","10/03/2017 10:00:38 AM","(21.379551, -158.02475)",2013-08-02 07:48:32,2017-10-03 10:00:38,"Vehicle",131595126s (~4.17 years),217.584533730159
"7791",82340,"Vehicle","Closed","White Honda Accord license plate GND517. Has been parked in same place for over a month, taking up public and business parking","08/02/2013 07:46:13 AM","10/03/2017 10:04:39 AM","(21.378674, -158.019196)",2013-08-02 07:46:13,2017-10-03 10:04:39,"Vehicle",131595506s (~4.17 years),217.585162037037
"7792",82339,"Vehicle","Closed","White Land Rover license plate RXY308. Been parked in same place for over 2 weeks, taking up public street parking","08/02/2013 07:43:04 AM","10/03/2017 10:01:08 AM","(21.378773, -158.019058)",2013-08-02 07:43:04,2017-10-03 10:01:08,"Vehicle",131595484s (~4.17 years),217.585125661376
"7793",82332,"Vehicle","Closed","Two cars been there about three weeks. White Honda accord lic# GND517 and ford explorer blue, lic#RYA789","08/02/2013 06:55:20 AM","10/03/2017 10:04:38 AM","(21.377735, -158.021057)",2013-08-02 06:55:20,2017-10-03 10:04:38,"Vehicle",131598558s (~4.17 years),217.590208333333
"7794",82331,"Vehicle","Closed","Car hasn't moved in about two weeks. Lic# RXY308","08/02/2013 06:51:33 AM","10/03/2017 10:00:11 AM","(21.377722, -158.021149)",2013-08-02 06:51:33,2017-10-03 10:00:11,"Vehicle",131598518s (~4.17 years),217.590142195767
"7795",82330,"Light","Closed","lightpole needs a backing to protect for safety.","08/02/2013 06:43:20 AM","02/01/2018 11:10:19 AM","(21.38618355, -158.1467913)",2013-08-02 06:43:20,2018-02-01 11:10:19,"RoadSafety",142057619s (~4.5 years),234.883629298942
"7796",82218,"Homeless","Closed","Homeless people are coming back to this area.","08/01/2013 06:49:56 AM","12/08/2015 10:46:26 AM","(21.31588, -157.871902)",2013-08-01 06:49:56,2015-12-08 10:46:26,"Homeless",74231790s (~2.35 years),122.737748015873
"7797",82215,"Homeless","Closed","Property stored in rafters in queens garden pergola.","08/01/2013 06:29:06 AM","02/01/2018 11:10:30 AM","(21.269901, -157.815521)",2013-08-01 06:29:06,2018-02-01 11:10:30,"Homeless",142144884s (~4.5 years),235.027916666667
"7798",82160,"Light","Closed","Red light for left turn signal is out (northbound direction on Lanikuhana.)","07/31/2013 02:24:44 PM","02/01/2018 11:10:33 AM","(21.453460795, -158.004397381)",2013-07-31 14:24:44,2018-02-01 11:10:33,"RoadSafety",142202749s (~4.51 years),235.12359292328
"7799",82159,"Stormwater","Closed","The city and county is digging up dirt right in front of my house and neighbors they didn't even put up a barrier or anything to block the red dirt from flying all over the place !!! Are they going to clean my house and wash my car !!! Somebody better do","07/31/2013 02:12:19 PM","12/06/2017 09:21:19 AM","(21.406921, -158.167023)",2013-07-31 14:12:19,2017-12-06 09:21:19,"Water",137272140s (~4.35 years),226.971130952381
"7800",82096,"Broken / Vandalized signs","Closed","in the picture circled in pink is a """"NO PARKING"""" sign where you can see several cars are parked in front of.  to the left there is a white van also parked in front of a """"NO PARKING"""" sign and a fire hydrant.  there seems to be a blind eye for most res","07/31/2013 06:29:45 AM","02/01/2018 11:10:36 AM","(21.34785343, -157.71753839)",2013-07-31 06:29:45,2018-02-01 11:10:36,"RoadSafety",142231251s (~4.51 years),235.170719246032
"7801",82043,"Trash","Closed","Large black sofa on side of street, on Kahiuka St. In bound right hand side, across from Kamoawa st.","07/30/2013 09:16:52 PM","02/01/2018 11:10:39 AM","(21.335253, -158.025681)",2013-07-30 21:16:52,2018-02-01 11:10:39,"Trash",142264427s (~4.51 years),235.225573743386
"7802",82013,"Vehicle","Closed","Abandoned car","07/30/2013 01:53:40 PM","10/03/2017 10:03:07 AM","(21.436098, -158.017929)",2013-07-30 13:53:40,2017-10-03 10:03:07,"Vehicle",131832567s (~4.18 years),217.977127976191
"7803",82011,"Broken / Vandalized signs","Closed","we have signs that have been ripped off their posts and have been that way for some time.  I've reported this before and nothing was done about it.","07/30/2013 01:33:04 PM","02/01/2018 11:10:41 AM","(21.347966108, -157.7174539)",2013-07-30 13:33:04,2018-02-01 11:10:41,"RoadSafety",142292257s (~4.51 years),235.271588955026
"7804",82000,"Vehicle","Closed","vehicle does not belong to any neighbor in area","07/30/2013 11:00:34 AM","10/03/2017 09:58:59 AM","(21.408312, -157.937057)",2013-07-30 11:00:34,2017-10-03 09:58:59,"Vehicle",131842705s (~4.18 years),217.993890542328
"7805",81954,"Stormwater","Closed","This has been reported before and still unresolved. The street drain clogs when rainy. Water collects. Pedestrians are FORCED to walk outside the crosswalk AROUND the pool of water. This is a pedestrian-vehicle accident waiting to happen. Please correct!","07/30/2013 04:57:27 AM","12/06/2017 09:21:20 AM","(21.296284, -157.841217)",2013-07-30 04:57:27,2017-12-06 09:21:20,"Water",137391833s (~4.35 years),227.169036044974
"7806",81935,"Trash","Closed","owner of house is dumping construction material and leaving rocks 9n side of road so no one can park. reported to police but the say move the rocks we did but owner put some more rocks please advise thanks","07/29/2013 06:40:09 PM","02/01/2018 11:13:12 AM","(21.33474229, -157.86424949)",2013-07-29 18:40:09,2018-02-01 11:13:12,"Trash",142360383s (~4.51 years),235.384231150794
"7807",81928,"Stormwater","Closed","Contractors never removed storm drain screens after completing repaving of road. removed by neighbor before TS Flossie.","07/29/2013 05:43:00 PM","07/30/2013 09:25:18 AM","(21.386440236, -158.025551036)",2013-07-29 17:43:00,2013-07-30 09:25:18,"Water",56538s (~15.7 hours),0.0934821428571429
"7808",81927,"Sign","Closed","Corner of Mohala Way and Beckwith Street street sign needs to b replaced.  The existing sigs have been missing for months. Thank you very much.  Linda Legrande","07/29/2013 05:11:06 PM","02/01/2018 11:13:14 AM","(21.306084, -157.822067)",2013-07-29 17:11:06,2018-02-01 11:13:14,"RoadSafety",142365728s (~4.51 years),235.393068783069
"7809",81816,"Light","Closed","the last street light on our street isn't working.","07/28/2013 09:09:29 PM","02/01/2018 11:13:19 AM","(21.427634, -158.177163)",2013-07-28 21:09:29,2018-02-01 11:13:19,"RoadSafety",142437830s (~4.51 years),235.51228505291
"7810",81814,"Stormwater","Closed","Uuku and Eames St. we're recently repaved. For the work, drains on the streets were blocked with sand bags. Many other streets in Wahiawa are being repaved. We now have a tropical storm bearing down on us. These sand bags can cause flooding.","07/28/2013 08:01:50 PM","02/01/2018 11:13:20 AM","(21.5042, -158.012512)",2013-07-28 20:01:50,2018-02-01 11:13:20,"Water",142441890s (~4.51 years),235.518998015873
"7811",81810,"Vehicle","Closed","No license plate. In front of 3337 Mauna Loa Av.","07/28/2013 06:27:04 PM","10/03/2017 09:58:58 AM","(21.279373, -157.808563)",2013-07-28 18:27:04,2017-10-03 09:58:58,"Vehicle",131988714s (~4.18 years),218.235307539683
"7812",81671,"Light","Closed","The street light that is in front of the mailbox at 1622A 10th Avenue has been burnt out for quite some time.","07/26/2013 10:14:48 PM","02/01/2018 11:13:29 AM","(21.290236993, -157.797397707)",2013-07-26 22:14:48,2018-02-01 11:13:29,"RoadSafety",142606721s (~4.52 years),235.791536044974
"7813",81658,"Stormwater","Closed","Improper storage of cold mix by sewer contractor","07/26/2013 05:53:51 PM","02/01/2018 11:13:30 AM","(21.299248, -157.826752)",2013-07-26 17:53:51,2018-02-01 11:13:30,"Water",142622379s (~4.52 years),235.817425595238
"7814",81557,"Vehicle","Closed","626 TRS","07/25/2013 04:20:56 PM","10/03/2017 10:03:04 AM","(21.474377, -157.992188)",2013-07-25 16:20:56,2017-10-03 10:03:04,"Vehicle",132255728s (~4.19 years),218.676798941799
"7815",81464,"Vehicle","Closed","Has not moved in moths. Has flat tier","07/24/2013 06:29:35 PM","10/03/2017 10:03:03 AM","(21.273975, -157.813782)",2013-07-24 18:29:35,2017-10-03 10:03:03,"Vehicle",132334408s (~4.19 years),218.806891534392
"7816",81438,"Vehicle","Closed","Abandoned vehicle License JFA 790 on 1500 block Haloa Drive","07/24/2013 02:19:52 PM","10/03/2017 10:01:58 AM","(21.365974, -157.920456)",2013-07-24 14:19:52,2017-10-03 10:01:58,"Vehicle",132349326s (~4.19 years),218.831557539683
"7817",81416,"Homeless","Closed","along ala moana blvd before Atkinson.","07/24/2013 10:05:59 AM","02/01/2018 11:21:20 AM","(21.288269608, -157.840307173)",2013-07-24 10:05:59,2018-02-01 11:21:20,"Homeless",142823721s (~4.53 years),236.15033234127
"7818",81412,"Trash","Closed","Items were out for bulk pickup but not removed","07/24/2013 09:22:01 AM","02/01/2018 11:21:21 AM","(21.376589, -157.742737)",2013-07-24 09:22:01,2018-02-01 11:21:21,"Trash",142826360s (~4.53 years),236.154695767196
"7819",81239,"Homeless","Closed","Lots of tents and wagons along sidewalk and path","07/22/2013 09:50:52 PM","02/01/2018 11:25:01 AM","(21.297888, -157.838287)",2013-07-22 21:50:52,2018-02-01 11:25:01,"Homeless",142954449s (~4.53 years),236.366483134921
"7820",81236,"Light","Closed","Street light bulb is burnt out.","07/22/2013 06:44:41 PM","02/01/2018 11:25:05 AM","(21.3965907, -157.8018972)",2013-07-22 18:44:41,2018-02-01 11:25:05,"RoadSafety",142965624s (~4.53 years),236.38496031746
"7821",81091,"Vehicle","Closed","BECH-IT hasn't moved in a week","07/21/2013 09:06:53 PM","10/03/2017 09:59:31 AM","(21.289255, -157.820831)",2013-07-21 21:06:53,2017-10-03 09:59:31,"Vehicle",132583958s (~4.2 years),219.219507275132
"7822",81011,"Stormwater","Closed","No building permits. New stone wall bring constructed. Main house and pool area being demo and new construction without permits. Unsafe working conditions. Haven't seen an inspector yet,before the two 35 + yard pour. Interesting $3 million dollar house w","07/20/2013 10:53:47 PM","02/01/2018 11:25:20 AM","(21.315651269, -157.8339671)",2013-07-20 22:53:47,2018-02-01 11:25:20,"Water",143123493s (~4.54 years),236.645987103175
"7823",80992,"Homeless","Closed","Junk used by a homeless guy to pick rubbish in the Pualei circle area. Across from the parking lot of Bogarts on monsaratt","07/20/2013 04:06:03 PM","02/01/2018 11:25:22 AM","(21.2681, -157.813499)",2013-07-20 16:06:03,2018-02-01 11:25:22,"Homeless",143147959s (~4.54 years),236.686440145503
"7824",80970,"Homeless","Closed","Why does DEOccupy get special treatment? They are coming without a license! Blocking sidewalk. Creating ugliness!!!","07/20/2013 01:06:15 PM","02/01/2018 11:25:39 AM","(21.296909, -157.85498)",2013-07-20 13:06:15,2018-02-01 11:25:39,"Homeless",143158764s (~4.54 years),236.704305555556
"7825",80950,"Vehicle","Closed","Possible abandoned car. Neighbors concerned because it is not none to anyone and hasn't moved in weeks. HI RYR628","07/20/2013 11:37:10 AM","10/03/2017 09:56:16 AM","(21.301422, -157.802322)",2013-07-20 11:37:10,2017-10-03 09:56:16,"Vehicle",132704346s (~4.21 years),219.418561507937
"7826",80893,"Trash","Closed","Across from 4970 maunalani circle, fronting entrance to mauumae trail.   Appears to be abandon camping gear","07/20/2013 08:23:19 AM","02/01/2018 11:25:46 AM","(21.297361, -157.785507)",2013-07-20 08:23:19,2018-02-01 11:25:46,"Trash",143175747s (~4.54 years),236.732385912698
"7827",80873,"Trash","Closed","Whole bunch of trash blocking road. Very dangerous","07/20/2013 07:35:59 AM","02/01/2018 11:25:47 AM","(21.347223, -157.824036)",2013-07-20 07:35:59,2018-02-01 11:25:47,"Trash",143178588s (~4.54 years),236.737083333333
"7828",80861,"Homeless","Closed","The bike has been there for almost two weeks. At bus stop 365 in front of Marco Polo tower","07/20/2013 06:48:28 AM","02/01/2018 11:25:49 AM","(21.28783, -157.827835)",2013-07-20 06:48:28,2018-02-01 11:25:49,"Homeless",143181441s (~4.54 years),236.741800595238
"7829",80795,"Sign","Closed","Street sign broke off at base due to rust.","07/19/2013 01:36:04 PM","02/01/2018 11:25:52 AM","(21.298042, -157.671555)",2013-07-19 13:36:04,2018-02-01 11:25:52,"RoadSafety",143243388s (~4.54 years),236.844226190476
"7830",80792,"Homeless","Closed","Homeless encampment from 17:00 to 07:30 everyday. When area is clean during the daylight hours. They hang out with all their belongings by """"Kili Kalikimaka Mall"""". With the new regulations enforce they (the City crew) aren't on the clock already so no o","07/19/2013 12:39:35 PM","02/01/2018 11:25:54 AM","(21.31558224, -157.860698522)",2013-07-19 12:39:35,2018-02-01 11:25:54,"Homeless",143246779s (~4.54 years),236.849833002646
"7831",80777,"Sign","Closed","The sign is knocked over but the base is still firmly attached to the ground","07/19/2013 09:35:23 AM","02/01/2018 11:26:01 AM","(21.353218, -158.024048)",2013-07-19 09:35:23,2018-02-01 11:26:01,"RoadSafety",143257838s (~4.54 years),236.868118386243
"7832",80772,"Vehicle","Closed","Rpy878. Parked 30 days. Flat tire.","07/19/2013 08:41:30 AM","10/03/2017 10:00:35 AM","(21.414093, -157.802841)",2013-07-19 08:41:30,2017-10-03 10:00:35,"Vehicle",132801545s (~4.21 years),219.579274140212
"7833",80765,"Trash","Closed","illegal dumping on road","07/19/2013 07:12:16 AM","02/01/2018 11:26:03 AM","(21.34722238, -157.82046193)",2013-07-19 07:12:16,2018-02-01 11:26:03,"Trash",143266427s (~4.54 years),236.882319775132
"7834",80714,"Vehicle","Closed","Brown Dodge Durango lic BB802 didn't move for a long time. Has a lot of bird crap all over it, please tow.","07/18/2013 12:29:08 PM","10/03/2017 10:00:36 AM","(21.335281, -158.02092)",2013-07-18 12:29:08,2017-10-03 10:00:36,"Vehicle",132874288s (~4.21 years),219.69955026455
"7835",80682,"Sign","Closed","GPS does not work. My location is Nanakuli avenue Waianae. The box that tells you either to wait or walk and let's you know how long before the red light comes on is gone.","07/18/2013 08:54:06 AM","02/01/2018 11:28:59 AM","(21.30895, -157.826187)",2013-07-18 08:54:06,2018-02-01 11:28:59,"RoadSafety",143346893s (~4.54 years),237.015365410053
"7836",80630,"Vehicle","Closed","License JGY309  black Infiniti SUV expired registration and safety, has not moved in months","07/17/2013 09:47:14 PM","10/03/2017 09:56:20 AM","(21.35656, -157.858124)",2013-07-17 21:47:14,2017-10-03 09:56:20,"Vehicle",132926946s (~4.21 years),219.786617063492
"7837",80626,"Vehicle","Closed","Abandon vehicle. Blue dodge neon lic #GST590","07/17/2013 07:03:25 PM","10/03/2017 09:56:22 AM","(21.535482, -157.83963)",2013-07-17 19:03:25,2017-10-03 09:56:22,"Vehicle",132936777s (~4.21 years),219.80287202381
"7838",80580,"Light","Closed","The streetlight is at the intersection of Crest Ave, Ridge Ave, and Valley Ave.","07/17/2013 09:41:39 AM","02/01/2018 11:29:06 AM","(21.50477642, -158.01952756)",2013-07-17 09:41:39,2018-02-01 11:29:06,"RoadSafety",143430447s (~4.55 years),237.153516865079
"7839",80565,"Vehicle","Closed","626 TRS","07/17/2013 07:13:49 AM","10/03/2017 09:57:47 AM","(21.473936, -157.992081)",2013-07-17 07:13:49,2017-10-03 09:57:47,"Vehicle",132979438s (~4.21 years),219.873409391534
"7840",80525,"Vehicle","Closed","I submitted this report yesterday, however, I received a message that you could not see the license plate number... Now submitted with picture of plate... This car has been there for over three weeks.","07/16/2013 08:40:07 PM","10/03/2017 10:00:36 AM","(21.284895, -157.832367)",2013-07-16 20:40:07,2017-10-03 10:00:36,"Vehicle",133017629s (~4.22 years),219.936555886243
"7841",80517,"Trash","Closed","Bulky items been sitting street side over one week, and accumulating.","07/16/2013 05:04:11 PM","02/01/2018 11:29:10 AM","(21.335251, -158.025665)",2013-07-16 17:04:11,2018-02-01 11:29:10,"Trash",143490299s (~4.55 years),237.252478505291
"7842",80495,"Vehicle","Closed","NGB 841","07/16/2013 11:42:51 AM","10/03/2017 10:00:36 AM","(21.403437, -158.008331)",2013-07-16 11:42:51,2017-10-03 10:00:36,"Vehicle",133049865s (~4.22 years),219.989856150794
"7843",80458,"Vehicle","Closed","This car has been sitting in valuable parking space for three weeks. It amazes me how the city parking patrol always over looks cars at free parking spaces.... The same person owns another car parked for the same amount of time just across the street...","07/16/2013 06:30:53 AM","10/03/2017 09:57:14 AM","(21.284887, -157.832428)",2013-07-16 06:30:53,2017-10-03 09:57:14,"Vehicle",133068381s (~4.22 years),220.020471230159
"7844",80398,"Homeless","Closed","Unregistered bike been locked up for a month now!  please remove","07/15/2013 01:36:56 PM","02/01/2018 11:29:18 AM","(21.271904, -157.822922)",2013-07-15 13:36:56,2018-02-01 11:29:18,"Homeless",143589142s (~4.55 years),237.415909391534
